ID,OD_WT_Ratio,Pipe_WT,Pipe_OD,Yield_Strength,Tensile_Strength,Pipe_Vintage,C,Mn,Nb,Pipe_Grade
337,0.015611111,0.281,18,53500,75500,1950,0.29,0.71,0,5
338,0.016902256,0.281,16.625,55000,87500,1954,0.248,1.21,0.002,5
339,0.0175625,0.281,16,47000,70000,1953,0.255,0.59,0.001,3
340,0.0175625,0.281,16,48400,71000,1953,0.255,0.59,0.001,3
341,0.0175625,0.281,16,50600,79800,1954,0.252,1.24,0.002,5
342,0.0175625,0.281,16,57000,69000,1955,0.223,0.835,0.002,5
343,0.0175625,0.281,16,58200,71000,1955,0.23,0.9,0.002,5
344,0.0175625,0.281,16,63500,82500,1955,0.234,0.816,0.002,5
345,0.0175625,0.281,16,64500,87500,1975,0.247,1.13,0.02,6
346,0.0175625,0.281,16,69000,88000,1975,0.238,1.15,0.024,6
347,0.0175625,0.281,16,72000,96500,1975,0.247,1.37,0.027,6
348,0.020071429,0.281,14,53000,69500,1964,0.219,0.866,0.002,3
349,0.020071429,0.281,14,55000,79000,1966,0.246,1.09,0.001,5
350,0.020071429,0.281,14,59700,88100,1965,0.274,1.09,0.001,5
351,0.020071429,0.281,14,62000,85600,1965,0.24,1.19,0.001,5
352,0.022039216,0.281,12.75,37900,66000,1950,0.26,0.77,0.0002,3
353,0.022039216,0.281,12.75,48650,69100,1953,0.27,0.54,0,2
354,0.022039216,0.281,12.75,62000,84000,1967,0.214,1.15,0.034,6
355,0.026139535,0.281,10.75,55400,75600,1956,0.25,0.84,0.002,3
356,0.03257971,0.281,8.625,39700,64500,1930,0.078,0.406,0.001,2
357,0.03257971,0.281,8.625,46500,66000,1930,0.064,0.386,0.001,2
358,0.03257971,0.281,8.625,49700,66500,1930,0.243,0.816,0.001,2
359,0.03257971,0.281,8.625,50500,79000,1930,0.084,0.391,0.001,2
360,0.042415094,0.281,6.625,45600,68000,2001,0.133,1.04,0.001,3
361,0.0175,0.28,16,56500,72500,1954,0.249,0.856,0.002,5
362,0.026352941,0.28,10.625,51500,76000,1950,0.245,1.01,0.002,3
363,0.026352941,0.28,10.625,54000,77000,1950,0.259,0.76,0.002,3
364,0.042264151,0.28,6.625,42700,59000,1977,0.221,0.898,0.001,2
365,0.042264151,0.28,6.625,47600,63000,1932,0.119,0.468,0.001,2
366,0.042264151,0.28,6.625,53000,66000,1952,0.267,0.689,0.001,2
367,0.042264151,0.28,6.625,54500,65500,1985,0.159,0.855,0.001,2
368,0.042264151,0.28,6.625,60000,67000,1993,0.066,0.622,0.013,3
369,0.042264151,0.28,6.625,67500,72000,2013,0.086,0.958,0.017,5
370,0.025953488,0.279,10.75,39200,60000,1930,0.164,0.513,0.001,2
371,0.025953488,0.279,10.75,43500,79500,1953,0.29,0.85,0.002,4
372,0.025953488,0.279,10.75,51000,83500,1953,0.29,0.91,0.002,4
373,0.025953488,0.279,10.75,54000,75500,1958,0.26,0.88,0.002,4
374,0.025953488,0.279,10.75,58000,71500,1948,0.255,0.553,0.004,2
375,0.032115942,0.277,8.625,31300,54000,1929,0.143,0.481,0.001,2
376,0.032115942,0.277,8.625,31800,53500,1929,0.143,0.449,0.001,2
377,0.032115942,0.277,8.625,33500,55000,1929,0.144,0.447,0.001,2
378,0.032115942,0.277,8.625,34400,56000,1929,0.141,0.448,0.001,2
379,0.032115942,0.277,8.625,39900,63000,1950,0.145,0.946,0,2
380,0.032115942,0.277,8.625,43500,66500,1951,0.255,0.65,0.001,2
381,0.032115942,0.277,8.625,43900,69000,1971,0.208,0.64,0.001,3
382,0.032115942,0.277,8.625,47100,55000,1933,0.123,0.459,0.001,2
383,0.032115942,0.277,8.625,48300,76500,1952,0.178,1.16,0.001,2
384,0.032115942,0.277,8.625,49100,71500,1952,0.181,0.471,0.001,2
385,0.032115942,0.277,8.625,53000,77500,1952,0.16,1.16,0.001,2
386,0.031304348,0.27,8.625,36000,59000,1942,0.059,0.359,0.001,2
387,0.020784314,0.265,12.75,51500,68500,1953,0.142,0.68,0.001,5
388,0.020784314,0.265,12.75,53000,68000,1953,0.142,0.68,0.001,5
389,0.02,0.255,12.75,60500,84500,1970,0.227,1.2,0.023,6
390,0.010416667,0.25,24,42200,61500,1970,0.215,0.47,0.001,2
391,0.010416667,0.25,24,52900,74200,1948,0.23,0.75,0,5
392,0.010416667,0.25,24,55500,83500,1967,0.307,1.2,0.004,5
393,0.010416667,0.25,24,57500,78500,1953,0.23,0.79,0,5
394,0.010416667,0.25,24,58000,77000,1948,0.22,0.82,0,5
395,0.010416667,0.25,24,58000,79000,1948,0.27,0.73,0,5
396,0.010416667,0.25,24,59000,78000,1948,0.23,0.76,0,5
397,0.010416667,0.25,24,59000,83000,1948,0.24,0.89,0,5
398,0.010416667,0.25,24,60000,79500,1953,0.25,0.77,0.002,5
399,0.010416667,0.25,24,60500,82500,1953,0.3,0.93,0.002,5
400,0.010416667,0.25,24,62500,82500,1952,0.24,0.8,0.002,5
401,0.010416667,0.25,24,64700,82200,1952,0.25,0.75,0,5
402,0.010416667,0.25,24,65000,85000,1948,0.27,0.82,0,5
403,0.010416667,0.25,24,65000,89500,1968,0.245,1.31,0.014,6
404,0.010416667,0.25,24,66000,78700,1948,0.27,0.9,0,5
405,0.010416667,0.25,24,67000,93500,1968,0.245,1.31,0.014,6
406,0.010416667,0.25,24,70500,92000,1963,0.247,1.29,0.018,6
407,0.010416667,0.25,24,72500,92000,1968,0.204,1.28,0.026,6
408,0.010416667,0.25,24,74000,90500,1968,0.204,1.28,0.026,6
409,0.011363636,0.25,22,61000,89000,1949,0.27,1.06,0.004,5
410,0.011363636,0.25,22,63000,89000,1949,0.28,1.01,0.004,5
411,0.011363636,0.25,22,63000,89000,1949,0.27,1.06,0.004,5
412,0.011363636,0.25,22,65000,91000,1949,0.28,1.01,0.004,5
413,0.0125,0.25,20,45900,62500,1974,0.22,0.76,0.002,2
414,0.0125,0.25,20,49700,65000,1974,0.22,0.76,0.002,2
415,0.0125,0.25,20,51500,66500,1974,0.22,0.76,0.002,2
416,0.0125,0.25,20,53500,68500,1969,0.278,0.841,0.002,2
417,0.0125,0.25,20,54500,79500,1949,0.269,0.981,0.002,5
418,0.0125,0.25,20,57400,78500,1967,0.156,1.07,0.024,5
419,0.0125,0.25,20,58100,82700,1967,0.242,1.16,0.001,5
420,0.0125,0.25,20,63300,80900,1967,0.157,1.07,0.023,5
421,0.0125,0.25,20,63500,82500,1975,0.224,1.18,0.027,6
422,0.0125,0.25,20,63500,87000,1973,0.245,1.24,0.019,5
423,0.0125,0.25,20,69500,82000,1968,0.22,1.1,0.014,6
424,0.0125,0.25,20,71000,95000,2006,0.047,1.7,0.074,8
425,0.0125,0.25,20,75000,90500,2006,0.036,1.66,0.067,8
426,0.0125,0.25,20,78500,89500,2006,0.036,1.66,0.067,8
427,0.0125,0.25,20,87000,95500,2006,0.047,1.7,0.074,8
428,0.013888889,0.25,18,45600,69000,1978,0.281,1.22,0.002,5
429,0.013888889,0.25,18,52500,80500,1943,0.338,0.517,0.001,3
430,0.013888889,0.25,18,55000,73500,1960,0.173,0.95,0.001,5
431,0.013888889,0.25,18,57500,77500,1960,0.188,0.919,0.001,5
432,0.015625,0.25,16,39100,55500,1953,0.059,0.334,0.001,2
433,0.015625,0.25,16,39800,61500,1940,0.132,0.451,0.001,2
434,0.015625,0.25,16,47400,71000,1960,0.25,0.69,0.002,3
435,0.015625,0.25,16,48200,71500,1964,0.187,1.27,0.003,4
436,0.015625,0.25,16,48800,60000,1953,0.059,0.334,0.001,2
437,0.015625,0.25,16,49600,69500,1964,0.191,1.29,0.003,4
438,0.015625,0.25,16,52000,66000,1959,0.213,0.67,0.001,3
439,0.015625,0.25,16,53000,73000,1954,0.25,0.77,0.002,5
440,0.015625,0.25,16,53000,86500,1954,0.231,1.16,0.001,5
441,0.015625,0.25,16,53500,70000,1940,0.142,0.68,0.001,2
442,0.015625,0.25,16,54000,68000,1960,0.177,0.47,0.002,5
443,0.015625,0.25,16,55000,73000,1954,0.27,0.86,0.002,5
444,0.015625,0.25,16,55000,81000,1972,0.258,1.19,0.019,5
445,0.015625,0.25,16,55500,71500,1961,0.247,0.848,0.004,5
446,0.015625,0.25,16,56000,76000,1954,0.27,0.89,0.002,5
447,0.015625,0.25,16,56000,79500,1960,0.307,1.09,0.002,5
448,0.015625,0.25,16,57000,71500,1959,0.207,0.67,0.001,3
449,0.015625,0.25,16,57000,70500,1959,0.243,0.71,0.001,3
450,0.015625,0.25,16,57500,78000,1972,0.232,1.15,0.016,5
451,0.015625,0.25,16,58000,72500,1973,0.186,1.1,0.025,5
452,0.015625,0.25,16,58000,72500,1954,0.225,0.85,0.001,5
453,0.015625,0.25,16,58500,78500,1963,0.249,0.785,0.001,4
454,0.015625,0.25,16,58500,72000,1954,0.25,0.92,0.001,5
455,0.015625,0.25,16,59000,86500,1961,0.274,1.23,0.003,5
456,0.015625,0.25,16,60000,85000,1961,0.288,1.18,0.003,5
457,0.015625,0.25,16,61000,85500,1961,0.268,1.17,0.003,5
458,0.015625,0.25,16,61500,82000,1961,0.306,1.02,0.001,5
459,0.015625,0.25,16,61500,81500,1961,0.314,1.05,0.002,5
460,0.015625,0.25,16,61500,88500,1961,0.266,1.17,0.004,5
461,0.015625,0.25,16,62500,93000,1961,0.279,1.15,0.004,5
462,0.015625,0.25,16,63000,87500,1961,0.275,1.25,0.004,5
463,0.015625,0.25,16,63500,83000,1969,0.25,1.05,0.001,5
464,0.015625,0.25,16,66000,90500,1966,0.253,1.23,0.001,5
465,0.015625,0.25,16,70500,83000,1993,0.065,1.16,0.04,6
466,0.015625,0.25,16,73500,88000,1977,0.055,1.05,0.063,6
467,0.015625,0.25,16,78500,91000,2013,0.051,1.59,0.08,8
468,0.015625,0.25,16,81500,93000,2013,0.048,1.59,0.076,8
469,0.015625,0.25,16,83500,97500,2012,0.048,1.55,0.053,7
470,0.015625,0.25,16,87000,98500,2012,0.042,1.58,0.051,7
471,0.017857143,0.25,14,46800,69500,1950,0.21,0.46,0.003,2
472,0.017857143,0.25,14,60500,80000,1975,0.237,1.33,0.03,6
473,0.017857143,0.25,14,67500,82500,2002,0.051,1.07,0.04,6
474,0.017857143,0.25,14,68000,84500,1981,0.058,1.03,0.056,7
475,0.017857143,0.25,14,70000,86000,1981,0.053,1.05,0.06,7
476,0.017857143,0.25,14,70000,86000,1981,0.055,1.06,0.06,7
477,0.017857143,0.25,14,72000,82500,1981,0.05,1.01,0.055,7
478,0.017857143,0.25,14,73000,82000,2002,0.054,1.08,0.041,6
479,0.017857143,0.25,14,75500,87000,1981,0.064,1.03,0.063,7
480,0.017857143,0.25,14,77000,86500,2002,0.054,1.08,0.041,6
481,0.017857143,0.25,14,78000,83000,2002,0.051,1.07,0.04,6
482,0.019607843,0.25,12.75,38500,46800,1962,0.052,0.363,0.001,1
483,0.019607843,0.25,12.75,40400,53200,1962,0.075,0.405,0.001,1
484,0.019607843,0.25,12.75,40800,67400,2007,0.224,1.15,0.001,5
485,0.019607843,0.25,12.75,42400,66500,1957,0.222,0.766,0.001,3
486,0.019607843,0.25,12.75,46100,62500,1958,0.16,0.66,0.002,4
487,0.019607843,0.25,12.75,46500,72000,1954,0.243,0.789,0.001,3
488,0.019607843,0.25,12.75,46600,71500,1971,0.207,0.627,0.003,3
489,0.019607843,0.25,12.75,47200,66500,1958,0.215,0.656,0.001,4
490,0.019607843,0.25,12.75,47500,77000,1963,0.306,1.3,0.001,5
491,0.019607843,0.25,12.75,47600,69500,1958,0.25,0.83,0.002,4
492,0.019607843,0.25,12.75,47700,72500,2000,0.188,0.936,0.001,3
493,0.019607843,0.25,12.75,47900,66000,1950,0.26,0.79,0.003,3
494,0.019607843,0.25,12.75,48700,80000,1963,0.306,1.3,0.001,5
495,0.019607843,0.25,12.75,49100,63500,1958,0.246,0.895,0.001,4
496,0.019607843,0.25,12.75,49200,68500,1958,0.234,0.68,0.001,4
497,0.019607843,0.25,12.75,49300,75500,1954,0.237,0.785,0.001,3
498,0.019607843,0.25,12.75,49400,69000,1958,0.23,0.68,0.002,4
499,0.019607843,0.25,12.75,49800,70500,1958,0.26,0.69,0.001,4
500,0.019607843,0.25,12.75,49900,65000,1958,0.165,0.689,0.003,4
501,0.019607843,0.25,12.75,49900,68000,1958,0.219,0.678,0.001,4
502,0.019607843,0.25,12.75,50000,69500,1958,0.228,0.605,0.001,4
503,0.019607843,0.25,12.75,50000,72000,1954,0.208,0.766,0.001,3
504,0.019607843,0.25,12.75,50500,66000,1950,0.27,0.78,0.002,3
505,0.019607843,0.25,12.75,50500,64500,1958,0.178,0.68,0.001,4
506,0.019607843,0.25,12.75,51000,68000,1954,0.216,0.432,0.001,3
507,0.019607843,0.25,12.75,51500,71500,1958,0.22,0.71,0.002,4
508,0.019607843,0.25,12.75,51500,68000,1958,0.21,0.64,0.001,4
509,0.019607843,0.25,12.75,51500,66000,1968,0.172,1.19,0.021,5
510,0.019607843,0.25,12.75,51500,75500,1954,0.318,0.852,0.001,3
511,0.019607843,0.25,12.75,51900,78700,1962,0.14,0.88,0,5
512,0.019607843,0.25,12.75,52000,69000,1958,0.252,0.801,0.001,4
513,0.019607843,0.25,12.75,52000,67500,1958,0.241,0.659,0.001,4
514,0.019607843,0.25,12.75,52500,72000,1957,0.231,0.84,0.001,3
515,0.019607843,0.25,12.75,52700,79000,1962,0.14,0.88,0,5
516,0.019607843,0.25,12.75,53000,71000,1958,0.26,0.709,0.001,4
517,0.019607843,0.25,12.75,53500,73000,1958,0.32,0.78,0.002,4
518,0.019607843,0.25,12.75,53500,71000,1958,0.22,0.63,0.002,4
519,0.019607843,0.25,12.75,53500,71500,1958,0.185,0.645,0.001,4
520,0.019607843,0.25,12.75,53500,64000,1968,0.17,0.987,0,5
521,0.019607843,0.25,12.75,54000,74500,1959,0.19,0.75,0.002,4
522,0.019607843,0.25,12.75,54000,72000,1958,0.27,0.83,0.002,4
523,0.019607843,0.25,12.75,54000,70500,1958,0.205,0.641,0.001,4
524,0.019607843,0.25,12.75,54000,69500,1958,0.238,0.748,0.001,4
525,0.019607843,0.25,12.75,54000,71000,1958,0.197,0.712,0.001,4
526,0.019607843,0.25,12.75,54000,71000,1958,0.231,0.732,0.001,4
527,0.019607843,0.25,12.75,54500,70000,1958,0.25,0.57,0.002,4
528,0.019607843,0.25,12.75,54500,69500,1958,0.249,0.71,0.002,4
529,0.019607843,0.25,12.75,54500,68500,1958,0.241,0.736,0.001,4
530,0.019607843,0.25,12.75,55000,80500,1958,0.28,0.872,0.001,4
531,0.019607843,0.25,12.75,55000,68000,1954,0.215,0.604,0.001,3
532,0.019607843,0.25,12.75,55500,75500,1957,0.249,1.05,0.002,3
533,0.019607843,0.25,12.75,55500,74500,1958,0.219,0.677,0.001,4
534,0.019607843,0.25,12.75,55500,71000,1958,0.173,0.652,0.001,4
535,0.019607843,0.25,12.75,55500,74500,1954,0.237,0.621,0.001,3
536,0.019607843,0.25,12.75,56000,73500,1958,0.26,0.76,0.002,4
537,0.019607843,0.25,12.75,56000,76500,1958,0.268,0.773,0.001,4
538,0.019607843,0.25,12.75,56500,74500,1958,0.216,0.559,0.004,4
539,0.019607843,0.25,12.75,57000,72500,1958,0.253,0.784,0.003,4
540,0.019607843,0.25,12.75,57000,76500,1958,0.293,0.905,0.001,4
541,0.019607843,0.25,12.75,57000,77500,1941,0.237,0.59,0.001,2
542,0.019607843,0.25,12.75,57000,79000,1961,0.267,1.17,0.001,5
543,0.019607843,0.25,12.75,58000,74000,1954,0.234,0.96,0.002,5
544,0.019607843,0.25,12.75,58275,82850,1985,0.218,1.01,0.001,3
545,0.019607843,0.25,12.75,58500,77000,1961,0.256,1.15,0.001,5
546,0.019607843,0.25,12.75,58500,81000,1961,0.255,1.17,0.001,5
547,0.019607843,0.25,12.75,59000,77000,1954,0.267,0.86,0.001,5
548,0.019607843,0.25,12.75,59500,84500,1961,0.256,1.16,0.001,5
549,0.019607843,0.25,12.75,60000,79000,1958,0.29,0.81,0.002,4
550,0.019607843,0.25,12.75,60000,76000,1958,0.267,0.917,0.002,5
551,0.019607843,0.25,12.75,60000,76000,1951,0.205,0.686,0.001,3
552,0.019607843,0.25,12.75,60000,74500,1958,0.219,0.677,0.001,4
553,0.019607843,0.25,12.75,61000,84000,1961,0.27,1.19,0.002,5
554,0.019607843,0.25,12.75,61000,84500,1961,0.271,1.08,0.001,5
555,0.019607843,0.25,12.75,67000,81000,1961,0.253,1.25,0.001,5
556,0.019607843,0.25,12.75,61000,84500,1961,0.266,1.19,0.001,5
557,0.019607843,0.25,12.75,62000,84000,1961,0.205,1.37,0.001,5
558,0.019607843,0.25,12.75,63000,85000,1961,0.271,1.14,0.002,5
559,0.019607843,0.25,12.75,63000,73500,1958,0.241,0.736,0.001,4
560,0.019607843,0.25,12.75,63500,90500,1961,0.275,1.15,0.002,5
561,0.019607843,0.25,12.75,63500,87500,1961,0.269,1.15,0.002,5
562,0.019607843,0.25,12.75,63500,89500,1961,0.278,1.21,0.001,5
563,0.019607843,0.25,12.75,64000,88500,1961,0.301,1.38,0.002,5
564,0.019607843,0.25,12.75,64000,88000,1961,0.249,1.14,0.001,5
565,0.019607843,0.25,12.75,64000,90500,1961,0.286,1.25,0.001,5
566,0.019607843,0.25,12.75,64500,89500,1961,0.304,1.21,0.002,5
567,0.019607843,0.25,12.75,64500,89000,1961,0.27,1.13,0.002,5
568,0.019607843,0.25,12.75,64500,84500,1961,0.282,1.15,0.001,5
569,0.019607843,0.25,12.75,65000,79000,1973,0.201,0.737,0.028,5
570,0.019607843,0.25,12.75,65000,84500,1961,0.249,1.11,0.001,5
571,0.019607843,0.25,12.75,66500,95500,1961,0.278,1.15,0.002,5
572,0.019607843,0.25,12.75,68500,75000,1954,0.216,0.432,0.001,3
573,0.019607843,0.25,12.75,72500,91000,1971,0.204,0.729,0.03,5
574,0.023255814,0.25,10.75,41100,62000,1939,0.165,0.433,0.001,2
575,0.023255814,0.25,10.75,42800,71500,1930,0.299,0.53,0.002,2
576,0.023255814,0.25,10.75,44300,68000,1946,0.206,0.583,0.001,2
577,0.023255814,0.25,10.75,44500,65500,1956,0.228,0.541,0.002,2
578,0.023255814,0.25,10.75,45900,57700,1954,0.14,0.55,0,3
579,0.023255814,0.25,10.75,49000,77000,1952,0.24,0.6,0.002,4
580,0.023255814,0.25,10.75,49700,68500,1948,0.236,0.466,0.002,2
581,0.023255814,0.25,10.75,50500,60500,1954,0.24,0.566,0.001,3
582,0.023255814,0.25,10.75,51500,68000,1948,0.222,0.542,0.001,2
583,0.023255814,0.25,10.75,52500,72000,1954,0.215,0.734,0.002,3
584,0.023255814,0.25,10.75,52500,68000,1948,0.196,0.458,0.001,2
585,0.023255814,0.25,10.75,54000,67000,1954,0.177,0.616,0.002,3
586,0.023255814,0.25,10.75,54000,69000,1954,0.219,0.769,0.001,4
587,0.023255814,0.25,10.75,55500,77500,1954,0.216,0.933,0.002,4
588,0.023255814,0.25,10.75,57000,74000,1955,0.212,0.839,0.001,4
589,0.023255814,0.25,10.75,60000,73500,1948,0.222,0.542,0.001,2
590,0.023255814,0.25,10.75,61500,86000,1961,0.246,1.03,0.002,5
591,0.023255814,0.25,10.75,62000,81500,1953,0.28,0.71,0.002,4
592,0.023255814,0.25,10.75,63500,86500,1960,0.209,1.14,0.003,5
593,0.023255814,0.25,10.75,63500,86500,1960,0.209,1.14,0.003,5
594,0.023255814,0.25,10.75,63500,77500,1955,0.212,0.839,0.001,4
595,0.028985507,0.25,8.625,35200,48400,1952,0.055,0.4,0.001,2
596,0.028985507,0.25,8.625,42800,72500,1952,0.25,0.84,0.001,2
597,0.028985507,0.25,8.625,43500,79500,1952,0.284,0.92,0.002,2
598,0.028985507,0.25,8.625,47300,64000,1952,0.238,0.76,0.001,2
599,0.028985507,0.25,8.625,47700,67500,1980,0.164,0.79,0.001,3
600,0.028985507,0.25,8.625,48200,76500,1952,0.282,0.92,0.001,2
601,0.028985507,0.25,8.625,48400,64500,1956,0.24,0.54,0,3
602,0.028985507,0.25,8.625,48400,60000,1958,0.198,0.797,0.001,4
603,0.028985507,0.25,8.625,51500,72600,1956,0.25,0.6,0,3
604,0.028985507,0.25,8.625,52000,71000,1969,0.174,0.693,0.002,5
605,0.028985507,0.25,8.625,54000,72000,1969,0.177,0.694,0.001,5
606,0.028985507,0.25,8.625,55000,69500,1954,0.183,0.374,0.001,2
607,0.028985507,0.25,8.625,58000,69000,1969,0.235,0.98,0.001,5
608,0.028985507,0.25,8.625,59000,69000,1960,0.176,0.888,0.001,3
609,0.028985507,0.25,8.625,59000,79500,1968,0.259,0.84,0.001,5
610,0.028985507,0.25,8.625,60000,76000,1957,0.275,0.85,0.002,3
611,0.028985507,0.25,8.625,61000,77000,1962,0.239,0.879,0.003,3
612,0.028985507,0.25,8.625,61500,74000,1968,0.244,0.754,0.003,3
613,0.028985507,0.25,8.625,61500,81000,1968,0.268,0.691,0.001,5
614,0.037735849,0.25,6.625,43100,69500,1948,0.221,0.805,0.001,3
615,0.037735849,0.25,6.625,43300,70500,1948,0.221,0.805,0.001,3
616,0.037735849,0.25,6.625,44800,65500,1956,0.19,0.49,0.001,2
617,0.037735849,0.25,6.625,46400,68000,1956,0.19,0.49,0.001,2
618,0.037735849,0.25,6.625,47700,72500,1970,0.046,0.825,0.017,2
619,0.037735849,0.25,6.625,47900,74500,1955,0.231,0.49,0.001,2
620,0.037735849,0.25,6.625,48900,74000,1941,0.246,0.353,0.001,2
621,0.037735849,0.25,6.625,49300,73500,1955,0.192,0.451,0.001,2
622,0.037735849,0.25,6.625,49800,73500,1977,0.191,0.592,0.002,3
623,0.037735849,0.25,6.625,52000,83000,1962,0.253,0.871,0.002,3
624,0.037735849,0.25,6.625,52000,74000,1955,0.248,0.388,0.001,2
625,0.037735849,0.25,6.625,53000,77000,1955,0.235,0.451,0.001,2
626,0.037735849,0.25,6.625,53500,81000,1977,0.233,0.721,0.003,3
627,0.037735849,0.25,6.625,54500,76000,1955,0.23,0.475,0.001,2
628,0.037735849,0.25,6.625,54500,62500,1955,0.173,0.814,0.001,2
629,0.037735849,0.25,6.625,56000,77500,1955,0.232,0.518,0.001,2
630,0.037735849,0.25,6.625,56500,66500,1969,0.196,0.722,0.001,2
631,0.037735849,0.25,6.625,57500,74500,1969,0.206,0.796,0.002,5
632,0.037735849,0.25,6.625,60000,74000,1973,0.14,0.71,0.001,5
633,0.037735849,0.25,6.625,68000,81000,1950,0.132,0.628,0.001,5
634,0.037735849,0.25,6.625,72000,82000,1981,0.234,0.565,0.001,3
635,0.053111111,0.239,4.5,66500,92000,2015,0.212,1.13,0.001,5
636,0.052666667,0.237,4.5,36500,57500,1951,0.073,0.413,0.001,1
637,0.052666667,0.237,4.5,36700,69500,1984,0.247,0.74,0.001,2
638,0.052666667,0.237,4.5,42400,73500,1984,0.24,0.71,0.001,2
639,0.052666667,0.237,4.5,47800,66500,1950,0.049,0.408,0.001,1
640,0.052666667,0.237,4.5,54000,63500,1968,0.221,0.634,0.001,3
641,0.052666667,0.237,4.5,72000,75500,1997,0.064,0.859,0.024,3
642,0.0115,0.23,20,56500,84500,1968,0.268,1.12,0.001,5
643,0.0115,0.23,20,57000,74000,1968,0.27,1.06,0,5
644,0.0115,0.23,20,57500,76500,1968,0.252,1.17,0.001,5
645,0.0115,0.23,20,59500,79000,1968,0.252,1.17,0.001,5
646,0.0115,0.23,20,60100,82000,1968,0.28,1.08,0.002,5
647,0.0115,0.23,20,60500,82000,1968,0.248,1.16,0.001,5
648,0.0115,0.23,20,63500,83500,1968,0.268,1.12,0.001,5
649,0.0115,0.23,20,66500,91000,1968,0.236,1.22,0.029,5
650,0.0115,0.23,20,67500,88000,1968,0.248,1.16,0.001,5
651,0.0115,0.23,20,68000,88500,1968,0.236,1.22,0.029,5
652,0.01095,0.219,20,59500,78000,1968,0.308,1.11,0.001,5
653,0.01095,0.219,20,64000,81500,1968,0.249,1.08,0.002,5
654,0.01095,0.219,20,67000,91500,1968,0.258,1.06,0.019,5
655,0.01095,0.219,20,68000,91500,1968,0.235,1.08,0.001,5
656,0.01095,0.219,20,69000,93000,1968,0.266,1.21,0.001,5
657,0.01095,0.219,20,69000,93000,1968,0.266,1.21,0.001,5
658,0.01095,0.219,20,71500,94000,1968,0.258,1.15,0.001,5
659,0.012166667,0.219,18,60000,82000,1962,0.262,1.16,0.001,5
660,0.0136875,0.219,16,52500,71500,1971,0.209,0.816,0.001,3
661,0.0136875,0.219,16,58500,85000,1961,0.3,1.14,0.001,5
662,0.017176471,0.219,12.75,51000,72000,1962,0.207,0.859,0.001,3
663,0.017176471,0.219,12.75,54500,70000,1969,0.199,1.04,0.014,5
664,0.017176471,0.219,12.75,55500,73500,1962,0.28,1.07,0,5
665,0.017176471,0.219,12.75,57000,72500,1962,0.251,0.967,0.001,5
